round,global_test_acc,global_test_loss,global_best_score,client1_val_acc,client2_val_acc,client3_val_acc,client1_pbest,client2_pbest,client3_pbest,round_time
87,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.40911293029785
88,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.48024582862854
89,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.94276571273804
90,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.88849377632141
91,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.73599696159363
92,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.72430324554443
93,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.43262243270874
94,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.37604141235352
95,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.69313526153564
96,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.90117359161377
97,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.93344759941101
98,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.64862895011902
99,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.45291209220886
100,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.77709889411926
